Tema,Pergunta
Deslizamento e enchentes,"06. (Fuvest) No Brasil, várias cidades registram ocupação irregular de encostas em áreas sujeitas a deslizamentos de terra (também chamados de escorregamentos). O Instituto de Pesquisas Tecnológicas (IPT) trabalha no levantamento, mapeamento, recuperação e estabilização dessas áreas de risco. Um exemplo deste trabalho foram aqueles executados desde a década de 1970 referentes aos deslizamentos dos morros de Santos e São Vicente‐SP, cuja região é acometida há tempos por esses problemas, inclusive com a ocorrência de vítimas fatais. Para investigar os deslizamentos de terra nas áreas serranas tropicais brasileiras, o Instituto realizou levantamentos topográficos, geológicos e geomorfológicos, estudando também a distribuição dos tipos de vegetação existentes e as categorias de ocupação urbana dos morros.



					Representação de deslizamento de terra (escorregamento) na região de Santos e São Vicente

					


					Baseando‐se nas informações do texto e na figura, é correto afirmar que 

					
						 as característicastopográficas, geológicas e geomorfológicas de uma área de risco estão naturalmente ligadas aos escorregamentos, sendo que estradas de terra minimizam a ocorrência de deslizamentos.


						a ocorrência de escorregamentos é causada pela ação humana, cuja ocupação de encostas provoca o empobrecimento de solo, que acaba sendo mobilizado pela diminuição de fertilidade.


						o problema da ocupação de encostas e risco de escorregamentos inclui o contato entre a rocha e o solo, cuja facilidade de deslizamento é aumentada em função da inclinação do terreno e da maior ocorrência de chuvas.


						os deslizamentos de terra fazem parte de um conjunto de fenômenos naturais pontuais e incomuns na superfície da crosta terrestre e, portanto, não participam da escultura do relevo continental e do modelado.


						os escorregamentossão causados em especial pelo fato de o solo tornar‐se mais leve que a rocha subjacente durante as chuvas prolongadas de verão, facilitando seu deslizamento ao longo das encostas pouco ou nada inclinadas."
Deslizamento e enchentes,"07. (UCPEL) Observe o gráfico a seguir. 
					

					O crescimento vertiginoso da população nos centros urbanos tem provocado uma série de “desastres naturais” provocados pela própria sociedade. Esse processo ocorre quando são ocupadas áreas já propícias para a ocorrência de determinados fenômenos ou quando áreas estáveis são transformadas pela ação humana.
					Leia as afirmativas a seguir.

					I. O grande crescimento demográfico dos centros urbanos gera problemas quando a ocupação se dá em áreas inapropriadas para receber edificações, como as encostas de morros e as margens dos rios.
					II. O desmatamento da vegetação original potencializa os riscos de erosão e deslizamentos de terra, pois dificulta a lixiviação.

					III. O asfaltamento das cidades ajuda a minimizar os problemas de enchentes uma vez que, tornando o solo impermeável, facilita o escoamento adequado da água.
					IV. Solos próprios para a agricultura por sua fertilidade, como o massapé, por exemplo, nem sempre são próprios para a construção, haja vista que a sobrecarga de peso pode provocar o colapso do solo.
					V. O planejamento urbano é incapaz de diminuir os problemas da ocupação desordenada do espaço urbano, já que esse é um problema somente de ordem demográfica.

						São corretas, apenas 
					
						 I, III e IV.


						II e III.


						I e IV.


						II e V.


						I, IV e V."
Deslizamento e enchentes,"08. (UNIFESO) Na Região Serrana do estado do Rio de Janeiro são frequentes os movimentos de massa, isto é, o deslizamento de terra e rochas devido à infiltração da água no solo e à atividade erosiva prolongada. As situações de desequilíbrio surgem sob o efeito de um forte aguaceiro que podem provocar verdadeiras avalanches.
					As alternativas a seguir apresentam fatos que agravam os desequilíbrios e provocam os movimentos de massa, à exceção de uma. Assinale-a. 

					
						 A retirada da cobertura florestal devido ao aumento desordenado do espaço de construção urbana.
						A ocupação irregular das encostas pelos produtores do espaço urbano em busca do lucro.
						A ação preventiva do planejamento urbano deve indicar as áreas de risco e impedir sua ocupação.
						A construção de rodovias exige cortes nas encostas que aumentam sua instabilidade.
						A retirada de material para a construção civil rompe o equilíbrio das encostas e acelera os movimentos de massa."
Deslizamento e enchentes,"09. (UNESP) O Brasil tem encontro marcado com a tragédia todos os anos na estação chuvosa e não há força terrestre que faça com que as autoridades e as pessoas se preparem para isso. Neste ano, o encontro foi na antes paradisíaca região serrana do Rio de Janeiro. Todos os anos, a natureza demonstra com fúria que as conquistas da civilização em muitas áreas são plantinhas frágeis que podem ser arrancadas pelas enchentes e pelos deslizamentos das encostas. 
					(Veja, 19.01.2011. Adaptado.) 

					 O texto relaciona-se ao problema da destruição da paisagem no Sudeste, frequente em regiões com domínio de
					
						 mar de morros.


						cuestas carbonáticas.


						inselbergs semiáridos.


						chapadas cristalinas.


						coxilhas subtropicais."
Deslizamento e enchentes,"10. (ACAFE) As grandes cidades constituem o ambiente onde as intervenções humanas como desmatamento, deslizamentos, edificações, canalização de rios, diferentes poluições oriundas da indústria e dos carros, dentre outras, acabam gerando inúmeros efeitos sobre o meio ambiente.
					 Sobre os fenômenos atmosféricos, assinale a alternativa correta. 



					
						 O microclima surgido nas cidades é decorrente das condições meteorológicas originadas nas áreas rurais que são levadas pelos ventos para os centros urbanos.
						A ilha de calor é um fenômeno resultante das alterações humanas nas grandes cidades (ausência de verde, asfaltamento de ruas, concreto dos edifícios, etc.), as quais resultam em temperaturas médias maiores do que as do seu entorno.
						A inversão térmica é um fenômeno climático típico das grandes metrópoles que aparece quando a camada de ar frio se forma sobre uma de ar quente, gerando uma corrente ascendente de ar que leva embora os poluentes.
						O efeito estufa é um fenômeno meteorológico restrito às áreas urbanas e causado por alguns gases, como o dióxido de carbono, responsáveis pela elevação anormal das temperaturas."
Deslizamento e enchentes,"11. (FACERES) A movimentação de coberturas como solos ou sedimentos inconsolidados em encostas de morros tem velocidade muito variável. Os movimentos rápidos, com deslizamentos catastróficos, acontecem com frequência em épocas de fortes chuvas, em regiões de relevo acidentado. O processo associado ao produto da ação geomórfica da água subterrânea descrito é o: 

					
						 Pedogênese.


						Solifluxão.


						Solapamento.


						Carstificação.


						Ravinamento."
Deslizamento e enchentes,"12. (UPE) Leia o texto e observe atentamente a ilustração a seguir

					As fortes chuvas que caíram desde a noite de domingo (28) deixaram várias ruas do Grande Recife completamente alagadas, invadiram casas e derrubaram árvores. Técnicos e engenheiros da Defesa Civil interditaram mais quatro casas da vizinhança por causa do risco de um novo deslizamento.
					

					

					Com base no texto e nos processos geomorfológicos apresentados, são feitas as seguintes afirmativas:



					1. Trata-se de um movimento de massa verificado no regolito, que é a parte alterada das rochas, provocada, sobretudo, pelas condições climáticas ambientais. O regolito é também denominado de manto do intemperismo.

					2. Os movimentos de massa são determinados, sobretudo, pela ação da gravidade, mas recebem influências da inclinação do terreno e das precipitações. Os movimentos de massa rápidos podem ser do tipo deslizamento, desmoronamento e queda de blocos.

					3. O mergulho das camadas rochosas contribui para a ocorrência de deslizamento. Encostas instáveis são sujeitas a movimentos de massa rápidos que não devem ser confundidos com erosão linear.



					Está CORRETO o que se afirma

					
						 apenas em 1.


						apenas em 2.


						apenas em 1 e 3.


						apenas em 2 e 3.


						em 1, 2 e 3."
Deslizamento e enchentes,"13. (ACAFE) “A responsabilidade não é apenas do clima adverso. As inundações que se registram, ciclicamente, no Vale do Itajaí, têm seus efeitos devastadores potencializados pela imprevidência e omissão dos poderes públicos. A própria sociedade tem sua parcela de culpa,...”

					Fonte: Editorial: Diário Catarinense, 18 de setembro de 2011

					Os deslizamentos em épocas de chuvas prolongadas acarretam sérios problemas em várias partes do Brasil. Um caminho a ser percorrido para enfrentar esses problemas é através da educação ambiental, enfocando a dinâmica da natureza.
						Nesse sentido, a cobertura florestal tem um papel importante nas encostas e ele é cumprido por meio dos atributos abaixo, exceto: 

					
						Retém a maior quantidade de chuva através da absorção pelas raízes, ficando esta água armazenada no caule das árvores.


						Impede o impacto das gotas, através da copa e do manto de restos vegetais que cobrem o solo.


						Retira por absorção e devolve à atmosfera através da transpiração a água da chuva infiltrada.


						Os restos de vegetais e raízes dificultam sobremaneira a ação erosiva das águas pluviais."
Deslizamento e enchentes,"14. (UDESC) No ano de 2011 a mídia brasileira divulgou diversas tragédias causadas pelas chuvas e pelos deslizamentos de terras.

					Sobre eles é correto afirmar, exceto:

					
						 Deslizamentos de terra são típicos movimentos rochosos causados por intemperismo químico de rochas sedimentares, que acumulam água das chuvas ao longo de muitos anos e que, por fim, acabam cedendo.
						Os deslizamentos são muitas vezes originados por grandes acúmulos de água no solo, a partir de quedas de chuva, nascentes e fusão de neves, que contribuem para o aumento de peso da massa deslizante e – à medida que a pressão da água nos poros aumenta – reduzem a fricção entre as partículas constituintes.
						Em decorrência do elevado teor de água, no fundo do plano de alguns deslizamentos o movimento se transforma num fluxo.
						Os deslizamentos são frequentemente observáveis nos cortes feitos para a construção de estradas em areias fracas e argilas inadequadamente drenadas.
						Existem deslizamentos em que o material deslocado mantém sua coerência como um único corpo, à medida que se move por um plano de deslizamento claramente definido."
Deslizamento e enchentes,"15. (PUC-PR) Nos primeiros meses de 2010, as chuvas castigaram o Rio de Janeiro. Foram chuvas intensas que provocaram deslizamentos de encostas, soterramentos de casas, deixando muitos desabrigados, feridos e também mortos. Isso ocorreu porque: 



					
						A região serrana do Rio de Janeiro tem um clima subtropical cuja concentração das precipitações ocorre no verão, o que tornou os solos mais frágeis à ocupação.


						As cidades da região serrana do Sudeste têm longa experiência de ocupação das encostas, com planos de ocupação, planejamento urbano, que minimizaram os impactos ambientais e sociais.


						A grande quantidade de chuvas em curto período de tempo encharcou os solos, e a rede de drenagem do Rio Doce não suportou o volume de água, causando o transbordamento para além das margens e ocupando a planície de inundação.


						As encostas são formadas por rochas sedimentares (arenitos) que não suportaram o impacto das precipitações provocando os deslizamentos. Aliado a esse fator geológico, o clima tropical de altitude, que se caracteriza pelas chuvas intensas de verão, a cada ano também provoca deslizamentos das encostas.


						A configuração geográfica da região serrana é formada por encostas com declividades acentuadas. Esse fator mais as movimentação de solos devido às elevadas precipitações, aliadas às ocupações urbanas (muitas vezes irregulares), acabaram provocando uma tragédia."
Migração,"01. (UECE) Migração é o deslocamento de indivíduos dentro de um espaço geográfico, de forma temporária ou permanente, constituindo, deste modo, fluxos migratórios. 


					No que diz respeito à migração no Brasil, assinale a afirmação verdadeira. 
					
						Os fluxos migratórios são desencadeados por escolhas pessoais dos indivíduos em busca de novas aventuras culturais e de experiências de vida.


						É uma política do Estado brasileiro que possibilita às famílias das várias regiões conhecer o País e buscar oportunidades de trabalho segundo as preferências de cada um.


						O fator de maior influência nos fluxos migratórios no Brasil é de ordem econômica, ao forçar o deslocamento de indivíduos à procura de trabalho e de melhores condições de vida.


						Os fluxos migratórios no Brasil revelam o desenvolvimento econômico do País ocasionado pelo aumento de intercâmbio de conhecimentos profissionais entre as regiões."
Migração,"02. (UEA) Leia o resumo do artigo científico de Ricardo Ojima, Robson B. da Silva e Rafael H. M. Pereira. 
					O uso do termo cidade-dormitório muitas vezes está associado a um conjunto de percepções que não é baseado em dados formais e, dessa forma, considera um conjunto de situações muito distintas. O seu uso normalmente está associado àquelas cidades nas quais uma parcela significativa da sua população trabalha ou estuda em uma outra cidade, além de também apresentarem uma economia pouco dinâmica. Serve – como o nome sugere – apenas como local de residência. 
					(abep.nepo.unicamp.br) 

					Em relação à urbanização brasileira, especialmente nas regiões metropolitanas, o resumo apresenta a situação de pessoas submetidas a um fluxo do tipo 
					
						êxodo rural.


						êxodo urbano.


						deslocamento pendular.


						migração ilegal.


						transumância."
Migração,"03. (UEA) Naco de prosa cearense – Sujeito pequeninho, mal colocado na terceira classe. E assim dizia: – Vou mais pro diante do Guajará, são ainda três dias de lancha até chegar no meu barracão. Antes, fiquei em Guajará numa casa alemã, empregado. Depois comprei um seringal da casa mesmo, os patrões me ajudaram, comprei vinte contos de mercadoria e meti com os meus homens pelo mato. Nesse ano os índios mataram o meu mateiro. Fiquei no mato com a colheita, não sabendo o que fazer. Passava as noites num susto, os índios querendo queimar o meu caucho e até chorei. Também é só mais um ano: quatro anos de caucheiro basta!... Depois vendo o meu seringal e vou-me embora para o Rio de Janeiro. 
					 (Mário de Andrade. O turista aprendiz, 2002. Adaptado.)

					 Mário de Andrade fez uma viagem pelos rios Amazonas e Madeira em 1927, que foi registrada em um diário, publicado como livro em 1943. Lendo-se o excerto, é possível descrever a experiência de vida do interlocutor do escritor como
					
						 acontecimento essencial para a organização racional da economia extrativista amazônica em unidades industriais.


						comprovação da presença do Estado brasileiro na orientação e proteção de grupos de trabalhadores em trânsito pelo país.


						exemplo dos processos migratórios para a região amazônica do ponto de vista da origem do migrante e de suas atividades de trabalho.


						fato isolado nas correntes migratórias brasileiras, habitualmente dirigidas para as regiões industrializadas do Sudeste.


						modelo de um deslocamento social bem sucedido para a Amazônia do ponto de vista da fixação do trabalhador na região e de sua ascensão social."
Migração,"04. (UEA) As migrações nordestinas para a região amazônica foram motivadas por fatores de expulsão de indivíduos de suas sociedades de origem e fatores de atração concernentes à Amazônia. A migração foi particularmente acentuada no final do século XIX e voltou a se intensificar durante a Segunda Guerra Mundial, como resultado 

					
						da diminuição das exportações brasileiras de carne e couro de ovinos e da consolidação da produção do cacau na Amazônia.


						da urbanização das regiões do Nordeste e da procura de mão de obra especializada pela indústria têxtil na Amazônia.


						das sucessivas guerras sertanejas, produzidas por razões religiosas, e dos desmatamentos na Amazônia.


						do desenvolvimento do capitalismo no interior do Nordeste e da fragilidade da economia amazônica no cenário internacional.


						da gravidade das secas no sertão nordestino e dos vínculos da economia extrativista com mercados internacionais."
Migração,"05. (UNICAMP) O estudo Arranjos Populacionais e Concentrações Urbanas do Brasil (IBGE, 2015) identificou 294 arranjos populacionais no País, de diferentes escalas e naturezas. O Arranjo Populacional da Região Metropolitana de São Paulo (SP) é caracterizado pela extensão e intensidade de seus fluxos: aproximadamente 1.750.000 pessoas deslocam-se cotidianamente entre os municípios que compõem o Arranjo para estudar e trabalhar 


					Essa dinâmica espacial é melhor explicada pelo conceito de 
					
						 migração interna.


						movimento pendular.


						migração urbano-urbano.


						movimento sazonal."
Migração,"06. (FGV-SP) Nas últimas décadas, as migrações internas no território brasileiro foram marcadas por alterações em sua dinâmica, como resultado das decisões de investimento, da localização da produção e da desconcentração da oferta de emprego, entre outros fatores. As migrações revelam um país mais integrado, urbanizado, mas apresentando, ainda, desigualdades regionais e sociais significativas. 



					Sobre as migrações internas, entre a década de 1990 e os dias atuais, assinale V para a afirmativa verdadeira e F para a falsa. 



					( ) Os fluxos migratórios direcionaram-se para as cidades médias, cujos postos de trabalho aumentaram devido às estratégias públicas, como os incentivos fiscais e os investimentos em infraestrutura industrial e de serviços. 

					( ) Os fluxos migratórios, na escala inter-regional, apresentaram uma tendência à redução e os principais movimentos passaram a ocorrer dentro das próprias regiões – deslocamentos a menores distâncias. 

					( ) Os fluxos migratórios intra-regionais cresceram de importância, revelando a menor capacidade de atração das metrópoles, que deixaram de exercer a função de polo avançado de desenvolvimento econômico. 



					As afirmativas são, respectivamente, 

					
						 V – V – F.


						V – F – V.


						V – F – F.


						F – V – V.


						F – F – V."
Migração,"07. (UFRGS) O deslocamento diário de pessoas entre municípios que fazem parte de uma mesma região metropolitana é denominado de 

					
						 migração pendular.


						migração internacional.


						migração interestadual.


						emigração.


						êxodo rural."
Migração,"08. (UNESC) Leia atentamente o fragmento que segue:



					Diante de um mapa do Brasil, as diversidades regionais, oriundas dos contrastes geográficos, são ainda enriquecidas pela variação cultural. Torna-se possível, assim, em face das variedades geográficas e culturais, fixar duas regiões bem definidas, uma em que ainda se mantém viva a predominância da base cultural lusitana, outra em que os traços culturais não lusitanos – os alemães, os italianos, os poloneses, os japoneses – vêm dando nova coloração à paisagem física ou geográfica como social e cultural.

					A imigração no Sul contribuiu para caracterizar essa segunda área. Os imigrantes participaram do desenvolvimento econômico da região. O processo da produção cafeeira ainda no século passado ligou-se à contribuição do elemento alienígena, sobretudo do italiano e do espanhol, nas fazendas de café de São Paulo. Ao imigrante estrangeiro se deve ainda o desenvolvimento industrial do Rio Grande do Sul, com o regime de artesanato que foi a origem dos estabelecimentos industriais de hoje. 
					(O Português por Inteiro – Prof. J.J. Tononi, pp. 191-192) 

					O texto acima apresenta elementos suficientes para afirmarmos que 
					
						 o imigrante está sujeito a uma instabilidade em seu trabalho; ora pode ser operário industrial, ora trabalhador rural.


						o imigrante estabeleceu-se na Região Sul porque as condições climáticas encontradas eram muito semelhantes às das áreas de sua procedência.


						além do clima, devemos considerar como causa mais direta da preferência pela região meridional as condições econômicas e sociais.


						o imigrante veio animado com o desejo de lavrar a terra própria e de tornar-se dono de uma pequena empresa industrial.


						a participação de imigrantes na lavoura ou na indústria contribuiu para imprimir feição especial à área sulina."
Migração,"09. (UECE) Observe a seguinte descrição: “Trata-se do fluxo populacional que acontece de forma efêmera nas grandes cidades devido à grande quantidade de trabalhadores que deixam suas residências, muitas vezes antes do horário normal, para chegar ao emprego e, no final do dia, retornam para casa; é um tipo de movimento populacional que aumenta com o crescimento das cidades, fazendo com que as camadas de trabalhadores mais pobres passem a residir em áreas mais afastadas”. 


					 O texto acima descreve um tipo de movimento populacional conhecido por migração
					
						urbano-urbana.


						inter-regional.


						pendular.


						intraurbana."
Migração,"10. (UNESP) Os colonos que emigram, recebendo dinheiro adiantado, tornam-se, pois, desde o começo, uma simples propriedade de Vergueiro & Cia. E em virtude do espírito de ganância, para não dizer mais, que anima numerosos senhores de escravos, e também da ausência de direitos em que costumam viver esses colonos na província de São Paulo, só lhes resta conformarem-se com a ideia de que são tratados como simples mercadorias ou como escravos. 
					(Thomas Davatz. Memórias de um colono no Brasil (1850), 1941.) 

					 O texto aponta problemas enfrentados por imigrantes europeus que vieram ao Brasil para
					
						 trabalhar nas primeiras fábricas, implantadas na região Sudeste do país, para reduzir a dependência brasileira de manufaturados ingleses.


						substituir a mão de obra escrava nas lavouras de café e cana-de-açúcar, após a decretação do fim da escravidão pela lei Áurea.


						trabalhar no sistema de parceria, estando submetidos ao poder político e econômico de fazendeiros habituados à exploração da mão de obra escrava.


						substituir a mão de obra indígena na agricultura e na pecuária, pois os nativos eram refratários aos trabalhos que exigiam sua sedentarização.


						trabalhar no sistema de colonato, durante o período da grande imigração, e se estabeleceram nas fazendas de café do Vale do Paraíba e litoral do Rio de Janeiro."
População,"01. (PUC-PR) Um dos temas mais polêmicos do ano de 2019 refere-se à questão envolvendo os patinetes elétricos. Essa questão gerou embates na cidade de São Paulo, Rio de Janeiro e Curitiba e envolve o código brasileiro de trânsito que entrou em vigor em 1998. Porém as primeiras regras em relação a esses tipos de veículos surgiram em 2013, destacando as seguintes normas:

					- circulação apenas em calçadas, ciclovias e ciclofaixas.
					- velocidade máxima de 6 km/h em calçadas e 20 km/h em ciclovias e ciclofaixas.
					- capacete não é obrigatório.
					Fonte: https://g1.globo.com/sp/sao-paulo/noticia/2019/05/31/patinetes-entenda-a-polemica-entre-a-prefeitura-de-sp-e-as-empresas-decompartilhamento.ghtml. Acesso em: 10/08/19. 

					Assinale a alternativa que apresenta uma consequência positiva e outra negativa para a população no que diz respeito ao tema. 
					
						Redução dos custos de transportes coletivos - aumento da criminalidade.


						Aumento das áreas de lazer - diminuição da fiscalização no trânsito.


						Redução da economia compartilhada - proibição do uso de patinetes para crianças e adolescentes.


						Diminuição da poluição - aumento do número de acidentes.


						Limitação da velocidade em áreas urbanas - restrição do uso dos patinetes ao centro das grandes cidades."
População,"02. (UECE) As variáveis que são utilizadas para determinar a densidade populacional são as seguintes:

					
						 número de indivíduos da população e área ou volume.


						número de espécies da comunidade e área ou volume.


						número de espécies da população e biomassa.


						número de indivíduos da comunidade e biomassa."
População,"03. (UEMA) Considerando que, em uma anamorfose geográfica, os elementos representados não aparecem em escala cartográfica e não há fidelidade nas formas, mas uma distorção no fenômeno representado, leia os mapas a seguir.

					


					No Brasil, existe uma profunda desigualdade regional expressa em indicadores econômicos e sociais.


					Com base nos mapas I e II, respectivamente, é possível concluir que 
					
						 a região Sudeste apresenta crescimento econômico superior à média nacional. Contudo, possui elevada taxa de mortalidade infantil superior à do Nordeste.


						as regiões Centro Oeste e Sudeste, respectivamente, apresentam os PIB regionais mais elevados do que as demais regiões brasileiras. No entanto, apresentam altas taxas de mortalidade infantil.


						as regiões Sudeste e Sul, respectivamente, são as regiões que apresentam os maiores PIB, no entanto, o Nordeste e o Norte apresentam as mais elevadas taxas de mortalidade infantil.


						as regiões Norte e Nordeste, respectivamente, apresentam alto PIB em relação às demais regiões, bem como as maiores taxas de mortalidade infantil do país.


						as regiões Sudeste e Nordeste, respectivamente, apresentam maiores PIB regionais. As regiões Norte e Sudeste, as maiores taxas de mortalidade infantil."
População,"04. (UECE) O panorama da saúde no Brasil se caracteriza pela existência, no sentido figurado, de regiões “africanas” e “europeias” quando se trata da infraestrutura para atendimento dos serviços de saúde e da distribuição de médicos.Sobre esse assunto, escreva V ou F, conforme seja verdadeiro ou falso o que se diz a seguir: 


					( ) Embora fortemente influenciada por contrastes sociais, a geografia do atendimento da saúde no Brasil não apresenta disparidades no que tange à sua cobertura regional.

					( ) O Brasil apresenta um dos maiores e mais complexos sistemas de saúde pública do mundo, o Sistema Único de Saúde (SUS), que abrange desde o simples atendimento para avaliação da pressão arterial até o transplante de órgãos.

					( ) A polêmica em torno do trabalho de médicos cubanos do Programa Mais Médicos estava relacionado ao fato de que esses profissionais não aceitaram trabalhar nas periferias das cidades ou em regiões distantes dos maiores centros econômicos do País.

					( ) O mapa de distribuição dos médicos pelo território brasileiro revela profunda desigualdade, com contrastes marcantes entre regiões como a Sudeste, bem atendida, e as regiões Norte e Nordeste ainda com inúmeras carências. 
					Está correta, de cima para baixo, a seguinte sequência:

					
						 F, V, F, V.


						V, V, F, F.


						F, F, V, F.


						V, F, V, V."
População,"05. (PUC-PR) O número de homicídios de jovens de 15 a 29 anos no Brasil cresceu 23% de 2006 a 2016, quando atingiu o pico da série histórica, com 33.590 vítimas nesta faixa etária. No caso mais extremo, do Rio Grande do Norte, a quantidade de jovens mortos avançou 382% no período. Em outros oito estados, o incremento foi de mais de 100%. Com isso, em 11 anos, o Brasil enterrou 324.967 jovens assassinados — quase sete vezes o número de soldados americanos mortos em ação (47.434) em 20 anos da Guerra do Vietnã (1955-1975). Os dados constam do Atlas da Violência 2018, publicação do Ipea (Instituto de Pesquisas Econômica Aplicada) em parceria com o Fórum Brasileiro de Segurança Pública. 
					Fonte: https://www1.folha.uol.com.br/cotidiano/2018/06/assassinato-de-jovens-cresce-e-pais-tem-325-mil-vitimas-em-11-anos.shtml?loggedpaywall Acesso em 18/07/2018 

					A reportagem evidencia um grave problema brasileiro e que impacta diretamente na estrutura etária do País.



					Nesse contexto e analisando a realidade brasileira, a pirâmide etária do Brasil por volta do ano de 2065 terá uma distorção evidenciada na maior quantidade de 
					
						 idosos do sexo masculino se comparados aos idosos do sexo feminino.


						jovens do sexo masculino se comparados aos jovens do sexo feminino.


						idosos do sexo feminino se comparados aos idosos do sexo masculino.


						jovens do sexo feminino se comparados aos jovens do sexo masculino.


						adultos do sexo masculino se comparados aos adultos do sexo feminino."
População,"06. (UEMA 2020) O gráfico a seguir mostra a variação acumulada real da renda média nos contextos pré-crise e pós-crise econômica no Brasil, conforme dois grupos sociais distintos: os 10% mais ricos e os 40% mais pobres.

					


					Os dados apresentados na pesquisa realizada pelo Instituto Brasileiro de Economia da Fundação Getúlio Vargas (FGV IBRE), em 2019, revelam que 
					
						 os dois grupos empobreceram significativamente no período pós-crise.


						a rentabilidade dos mais pobres no período pré-crise acentuou a injustiça social.


						a desigualdade socioeconômica entre os dois grupos aumentou no período pós-crise.


						a equidade entre ricos e pobres se efetivou no período pré-crise.


						a lucratividade dos mais ricos no período pós-crise equilibrou a estratificação social."
População,"07. (UEA) O Brasil é considerado um país (com grande população absoluta), porém fracamente (baixa densidade demográfica), com 22,4 hab/km² (censo 2010), abaixo da média mundial estimada em aproximadamente 40,26 hab/km². 

					 (Marcos A. de Moraes e Paulo Sérgio. S. Franco. Geografia humana, 2011. Adaptado.)

					Assinale a alternativa cujos termos preenchem, respectivamente, as lacunas do texto. 
					
						 populoso – povoado


						explorado – ocupado


						povoado – populoso


						continental – ocupado


						dinâmico – explorado"
População,"08. (UERJ) O Programa Fome Zero em seu primeiro ano (2003) quase dobrou a meta, atendendo 1,9 milhão de famílias. O Programa Bolsa Família, que também integra o Fome Zero, foi classificado pelo jornal americano The New York Times como o maior programa do mundo de transferência de renda. Esse programa atendeu cerca de 3,6 milhões de pessoas com uma bolsa de R$ 72,81 em média por mês. A distribuição de cestas básicas chegou a mais de 250 mil famílias, levando comida para cerca de 1,3 milhão de pessoas. Já as compras da agricultura familiar, além de garantirem a produção e a comercialização dos produtos, estão ampliando a renda de cerca de 6,4 mil famílias, beneficiando mais de 32 mil pessoas. Além disso, mais de 290 mil famílias estão incluídas nos programas de distribuição emergencial de água ou no programa de cisternas. 
					Adaptado de correiodobrasil.com.br, 07/01/2004. 

					O Programa Fome Zero integrou ações governamentais destinadas à melhoria das condições de vida de segmentos específicos da sociedade brasileira. Um dos principais resultados desse programa, a médio prazo, foi: 
					
						 redução da mortalidade infantil


						erradicação do desemprego rural


						estabilização da migração populacional


						redistribuição do operariado qualificado"
População,"09. (UPE) Observe a imagem a seguir: 

					
					https://i2.wp.com/caiohostilio.com/wp-content/uploads/recife-21.webp


					Ela representa um fenômeno social recorrente no Brasil. Sobre esse fenômeno, é CORRETO afirmar que é um processo 
					
						 comum no cotidiano das regiões metropolitanas e, por isso, sua interferência no contexto das relações sociais é um processo secundário na classificação das posições.


						necessário à estrutura social, porque apresenta, em sua constituição, as possibilidades de igualdade entre pobres e ricos.


						denominado desigualdade social, tendo elementos constitutivos nas relações econômicas, pois as dimensões políticas e sociais da sociedade criam condições de igualdade entre os sujeitos.


						caracterizador das diferenças entre ricos e pobres, afetando, de maneira grave, as relações cotidianas entre os membros da sociedade, em diferentes dimensões da estrutura social.


						diferenciador das relações étnicas, pois, no Brasil, a desigualdade racial é importante para se entender a origem da dominação capitalista no mundo ocidental."
População,"10. (UFU) De 1967 a 1973, o Brasil alcançou taxas médias de crescimento muito elevadas e sem precedentes, decorrentes da política econômica, mas também de uma conjuntura econômica internacional muito favorável. Esse período (e por vezes de forma mais restrita nos anos 1968-1973) passou a ser conhecido como o do “milagre econômico brasileiro”. Infelizmente, o mês de outubro de 1973 marca o término desse período de crescimento.
					Disponível em: Acesso em: 23 de mar, 2017. (Adaptado) 

					Um fator responsável pelo fim do milagre econômico apresentado foi 
					
						a queda na exportação de produtos agrícolas brasileiros, principalmente, o café.


						o primeiro choque do petróleo e a consequente crise no mercado internacional.


						o aumento no valor das matérias-primas importadas pelo Brasil, com destaque para a bauxita.


						as sucessivas greves produzidas pelo movimento sindical, inviabilizando a produção para exportação."
População: Etnia e Modernidade,"01. (UNESP) Soweto viu a Copa do Mundo. Em um Mundial questionado por seu impacto social apenas limitado e por excluir grande parte da população africana dos benefícios, os 4 milhões de moradores da cidade nas proximidades de Johannesburgo só souberam um dia antes que a seleção brasileira faria seu único treino aberto em Soweto. 
					(O Estado de S.Paulo, 04.06.2010. Adaptado.) 

					Considere as afirmações seguintes. 

					I. Soweto está localizado na região metropolitana de Johanesburgo e foi a maior township da África do Sul.

					 II. As townships nasceram durante o período do apartheid, devido à separação espacial entre negros e brancos.

					 III. Dentre os Prêmios Nobel da Paz, estão Nelson Mandela e o Arcebispo Desmond Tutu, que viveram em Soweto.

					 IV. Berço da luta contra o apartheid, durante o regime racista, Soweto conseguiu resolver seus problemas sociais, integrando-se totalmente ao restante da capital. 

					
						 I, III e IV.

						 III e IV.

						 I, II e III.

						 I e II.

						 II, III e IV."
